company,status,board_url,ats_type,jobs_read,source_url,notes,original_reason
Odyssey Information Services,Further adapter investigation required,,,,https://www.odysseyis.com/,,no_url_at_all
Okland Construction,Public portal restricted during check,,,,https://oklandcareers.ttcportals.com/jobs/18254773-assistant-project-manager?tm_job=300&tm_event=view&tm_company=94366,,needs_adapter
Oldcastle APG,Further adapter investigation required,,,,https://www.oldcastleapg.com/our-locations/,,no_url_at_all
Omnicom Precision Marketing,Further adapter investigation required,,,,https://www.omc.com/culture/careers/,,no_url_at_all
OmniReach,Fetch failed during check,,,,https://omnireach.omnicybersolutions.com/,"SSLError: HTTPSConnectionPool(host='omnireach.omnicybersolutions.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1081)",no_url_at_all
"onXmaps, Inc.",Added and verified,https://job-boards.greenhouse.io/onxmaps,greenhouse,21,https://job-boards.greenhouse.io/onxmaps/jobs/4712805006,Board registration read back from live database.,board_resolved_but_unused
Optiver,Further adapter investigation required,,,,https://www.optiver.com/join-us/jobs/?gh_jid=7251404002,,no_url_at_all
PACSUN,Held for identity or scope review,,,,,Official PACSUN careers page returned403; UKG board lives under EDD1000EBLLC tenant and needs independent PACSUN board-scope identity confirmation.,no_url_at_all
PayneCrest Electric,Further adapter investigation required,,,,https://www.paynecrest.com/2020/09/23/fall-virtual-career-fairs-2020/,,no_url_at_all
Pinnacle Fertility,Further adapter investigation required,,,,https://www.pinnaclefertility.com/pl/about/careers/,,no_url_at_all
PMP Strategy,Further adapter investigation required,,,,https://career.pmpstrategy.com/en/opportunities/,,no_url_at_all
Polymath Robotics,Further adapter investigation required,,,,https://www.ycombinator.com/companies/polymath-robotics/jobs/AyzuzKw-applications-engineer-san-francisco,,no_url_at_all
Prime Communications,Further adapter investigation required,,,,https://primecomms.com/explore-careers/,,no_url_at_all
R.H. White Construction,Added and verified,https://rhwhite.applicantpro.com/jobs/,applicantpro,56,https://www.applicantpro.com/openings/rhwhite/jobs/4214103-1101313,Board registration read back from live database.,needs_adapter
RDO Equipment Co.,Held for identity or scope review,,,,,Official RDO Equipment careers page links current UKG RDO1000RDO/JobBoard/b65401d2-4de5-4c2b-851f-556182926250. Proposed SmartRecruiters tenant is unverified legacy; replacement requires full crawl.,board_guessed_unverified
"Saab, Inc.",Further adapter investigation required,,,,https://www.saab.com/markets/united-states/career,,no_url_at_all
Safal Partners,Further adapter investigation required,,,,https://safalpartners.com/,,no_url_at_all
SEI,Added and verified,https://seic.wd1.myworkdayjobs.com/SEI_Global_Services,workday,122,https://www.seic.com/careers/our-locations,Board registration read back from live database.,no_url_at_all
Servco Pacific Inc.,Held for identity or scope review,,,,,Official Servco careers page returnedHTTP403; Workday tenant linkage unconfirmed in independent check.,no_url_at_all
Setpoint,Held for identity or scope review,,,,,"Official Setpoint careers page contains a placeholder Greenhouse embed for=yourcompany, not the proposed setpoint tenant.",board_guessed_unverified
Soni,Added and verified,https://jobs.lever.co/soniresources,lever,7,https://www.soniresources.com/careers.php,Board registration read back from live database.,no_url_at_all
South Bay Construction,Further adapter investigation required,,,,https://southbayconstructionfl.com/,,no_url_at_all
Sprezzatura Management Consulting,Added and verified,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1e214623-c126-4ee7-a61f-d40253fd1123&ccId=19000101_000001,adp,18,https://sprezzmc.com/careers/,Board registration read back from live database.,board_resolved_but_unused
Stellaromics Inc.,Added and verified,https://ats.rippling.com/stellaromics-inc/jobs,rippling,8,https://stellaromics.com/life-at-stellaromics/,Board registration read back from live database.,no_url_at_all
Sun IP,Adapter validation unresolved,https://jobs.jobvite.com/support,jobvite,0,https://jobs.jobvite.com/sun-ip/jobAlerts,,no_url_at_all
T2 Systems,Added and verified,https://job-boards.greenhouse.io/t2systems,greenhouse,8,https://www.t2systems.com/jobs/,Board registration read back from live database.,no_url_at_all
The Boldt Company,Further adapter investigation required,,,,https://www.boldt.com/careers/experienced-professionals/,,no_url_at_all
The Brite Group,Further adapter investigation required,,,,https://www.thebritegroup.com/recent-updates/,,no_url_at_all
"TherapyNotes, LLC",Further adapter investigation required,,,,https://support.therapynotes.com/hc/en-us/articles/30661280395419-Quick-Start-Set-Up-Your-TherapyNotes-Account,,no_url_at_all
Toshiba America Energy Systems,Adapter validation unresolved,https://taec.applytojob.com/apply,jazzhr,0,https://toshiba.com/tai/careers/,PartialScrapeError: JazzHR listing or explicit empty state is absent,no_url_at_all
Towson University,Added and verified,https://towson.taleo.net/careersection/ex/jobsearch.ftl,taleo,31,https://www.towson.edu/hr/employment/,Board registration read back from live database.,no_board_found
United Contractor Services,Added and verified,https://unitedcs.applicantpro.com/jobs/,applicantpro,24,https://www.applicantpro.com/openings/unitedcs/jobs/4214485-1000219,Board registration read back from live database.,needs_adapter
University of Alaska,University follow-up required,,,,https://careers.alaska.edu/,Corrected officialsource returned HTTP202,needs_adapter
University of Iowa,University follow-up required,,,,https://jobs.uiowa.edu/,"Officialsource retrieved, but no fully validated supported board behind it during this audit.",no_board_found
UpClear,Added and verified,https://apply.workable.com/upclear,workable,5,https://upclear.com/careers/,Board registration read back from live database.,no_url_at_all
ViewSonic,Further adapter investigation required,,,,https://www.viewsonic.com/my/careers,,no_url_at_all
VTG,Further adapter investigation required,,,,https://jobs.vtg.com/prj/lst/a181a603769c1f98ad927e7367c7aa51/GesamtlisteOffenePositionen.htm,,no_board_found
Watches of Switzerland Group PLC,Public portal restricted during check,,,,https://www.thewosgroupplc.com/,,no_url_at_all
Westwood Laboratories LLC,Further adapter investigation required,,,,https://westwoodlaboratories.com/team/,,no_url_at_all
International Materials Inc,Fetch failed during check,,,,https://careers.internationalmaterials.com,"ConnectTimeout: HTTPSConnectionPool(host='careers.internationalmaterials.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='careers.internationalmaterials.com', po",fetch_failed
LAZ Parking,Public portal restricted during check,,,,https://careers.lazparking.com,,fetch_failed
Lewis Energy Group,Readable — identity review pending,https://uscareers-lewisenergy.icims.com/jobs/search?ss=1&in_iframe=1,icims,29,https://lewisenergy.com/careers/,,fetch_failed
Maverik,Public portal restricted during check,,,,https://jobs.maverik.com,,fetch_failed
Olin Corporation,Held for identity or scope review,,,,,Official Olin careers page returned HTTP403; SmartRecruiters OLIN could be a different same-name employer. Do not approve guessed slug.,not_attempted
Papa Johns,Further adapter investigation required,,,,https://jobs.papajohns.com,,no_board_found
Prosum,Further adapter investigation required,,,,https://jobs.prosum.com,,fetch_failed
Sprinter Health,Further adapter investigation required,,,,https://careers.sprinterhealth.com,,no_board_found
"TEAM, Inc.",Further adapter investigation required,,,,https://careers.team.com,,no_board_found
Touro University,Added and verified,https://tcnycareers-touro.icims.com/jobs/search?ss=1&in_iframe=1,icims,242,https://www.touro.edu/careers/,Board registration read back from live database.,no_board_found
Uniguest,Public portal restricted during check,,,,https://careers.uniguest.com,,fetch_failed
ATC,Readable — identity review pending,https://atcllc.wd5.myworkdayjobs.com/atcllc,workday,32,https://www.atcllc.com/careers/,,no_url_at_all
Jobright.ai,Further adapter investigation required,,,,https://github.com/jobright-ai,,no_url_at_all
Amazon Web Services (AWS),Further adapter investigation required,,,,https://amazon.jobs/en/jobs/10382496/software-development-engineer-aws-sde-centralized-team,,no_url_at_all
Haystack,Further adapter investigation required,,,,https://www.ycombinator.com/companies/haystack/jobs,,no_url_at_all
RemoteHunter,Further adapter investigation required,,,,https://jobs.remotehunter.com,,no_board_found
TalentHop,Further adapter investigation required,,,,https://www.talenthopai.com/contact,,no_url_at_all
CGI,Further adapter investigation required,,,,https://jobs.cgi.com,,no_board_found
Peraton,Added and verified,https://careers-peraton.icims.com/jobs/search?ss=1&in_iframe=1,icims,1526,https://www.careers.peraton.com/jobs/dev-ops-engineer-herndon-virginia-170846-jobs--information-technology--,Board registration read back from live database.,needs_adapter
SAIC,Public portal restricted during check,,,,https://jsv3.recruitics.com/redirect?rx_cid=3284&rx_jobId=2616881&rx_url=https%3A%2F%2Fjobs.saic.com%2Fjobs%2F18248324-scrum-master%3Fbid%3D336%26rx_a%3D0%26rx_c%3D%26rx_ch%3Djobp4p%26rx_group%3D116479%26rx_id%3D34352d58-b20d-11f1-a6de-e5e1dd21cdd7%26rx_job%3D2616881%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20260918T140402Z%26rx_vp%3Dcpc%26tm_company%3D2520%26tm_event%3Dview%26tm_job%3D2616881,,needs_adapter
CACI International Inc,Added and verified,https://searchcareers.caci.com/careers?domain=caci.com,eightfold,1714,https://searchcareers.caci.com/careers/job/1443153538567,Board registration read back from live database.,needs_adapter
State of Florida,Readable — identity review pending,https://jobs.myflorida.com,successfactors,1316,https://jobs.myflorida.com/job/MARIANNA-DISTRIBUTED-COMPUTER-SYSTEMS-ANALYST-64086080-FL-32446/1431264400/,,government_portal
BeaconFire Inc.,Further adapter investigation required,,,,https://www.beaconfireinc.com/,,no_url_at_all
Commonwealth of Pennsylvania,Partial listing — further work required,https://www.governmentjobs.com/careers/pabureau,schooljobs,20,https://www.governmentjobs.com/careers/pabureau/jobs/5479578/business-analyst-3,PartialScrapeError: NEOGOV pagination failed: NEOGOV returned duplicate/repeated jobs,government_portal
Noblis,Adapter validation unresolved,https://jobs-noblis.icims.com/jobs/search?ss=1&in_iframe=1,icims,0,https://careers.noblis.org/jobs/27854/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,PartialScrapeError: iCIMS results or explicit empty state is absent,needs_adapter
The Home Depot,Readable — identity review pending,https://homedepot.wd5.myworkdayjobs.com/CareerDepot,workday,1045,https://homedepot.contacthr.com/153304247,,needs_adapter
Evlo AI,Further adapter investigation required,,,,https://reach.jobs/companies/evlo-ai,,no_url_at_all
MeeBoss,Further adapter investigation required,,,,https://www.meeboss.com/company,,no_url_at_all
Optum,Held for identity or scope review,,,,,Unscoped group-wide board: returned UnitedHealth Group search is not scoped to Optum; avoid same-board alias adoption.,needs_adapter
"Systems Planning and Analysis, Inc. (SPA)",Adapter validation unresolved,https://www.icims.com/jobs/search?ss=1&in_iframe=1,icims,0,https://talent.spa.com/jobs/23441/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,PartialScrapeError: 404 Client Error: Not Found for url: https://www.icims.com/jobs/search?ss=1&in_iframe=1,needs_adapter
WSP in the U.S.,Public portal restricted during check,,,,https://www.wsp.com/en-sa/careers/working-at-wsp,,no_url_at_all
Collins Aerospace,Readable — identity review pending,https://globalhr.wd5.myworkdayjobs.com/REC_RTX_Ext_Gateway,workday,3000,https://jsv3.recruitics.com/redirect?rx_cid=3426&rx_jobId=01874630&rx_url=https%3A%2F%2Fcareers.rtx.com%2Fglobal%2Fen%2Fjob%2F01874630%3Frx_a%3D0%26rx_c%3D%26rx_ch%3Djobp4p%26rx_group%3D122223%26rx_id%3Db989049a-b2c5-11f1-8ef8-117f438b72c4%26rx_job%3D01874630%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20260918T140404Z%26rx_vp%3Dcpc,,needs_adapter
Information Technology Senior Management Forum,Held for identity or scope review,,,,,Original page is an association job aggregator linking Capital One.,needs_adapter
MANTECH,Further adapter investigation required,,,,https://click.appcast.io/t/obWj08fFqXUbav-ai1Pq3u5oI8cpbmgLwdQQdxK6v7s=,,needs_adapter
"Mission Technologies, a division of HII",Readable — identity review pending,https://jobs.hii-tsd.com,successfactors,609,https://jobs.hii-tsd.com/job/Columbia%2C-MD-Software-Engineer-Multiple-Levels-29775-Mary/1417877500/,,no_url_at_all
